ds,uid,pv
2023/5/11,100040670,2
2023/8/14,100040670,1
2022/10/27,100040670,1
2022/12/6,100040670,1
2023/4/24,100040670,1
2023/5/16,100040670,3
2023/3/7,100040670,2
2023/8/7,100040670,2
2023/8/3,100040670,1
2023/2/22,100040670,2
2023/6/6,100040670,1
2023/2/19,100040670,1
2022/9/23,100040670,1
2023/3/21,100040670,1
2023/3/27,100040670,4
2023/4/21,100040670,1
2023/7/3,100040670,3
2023/7/10,100040670,1
2023/2/4,100040670,1
2022/12/4,100040670,1
2022/11/25,100040670,1
2023/2/2,100040670,2
2022/11/18,100040670,1
2022/10/13,100040670,1
2023/6/26,100040670,1
2022/11/15,100040670,1
2022/9/20,100040670,1
2022/10/10,100040670,1
2022/11/2,100040670,1
2023/5/22,100040670,1
2023/8/10,100040670,1
2023/4/14,100040670,2
2023/3/13,100040670,1
2023/7/7,100040670,1
2023/4/11,100040670,2
2023/4/20,100040670,1
2023/5/6,100040670,1
2022/9/9,100040670,2
2023/8/31,100040670,1
2022/9/10,100040670,1
2022/11/30,100040670,1
2022/9/16,100040670,1
2023/6/25,100040670,4
2023/8/6,100040670,1
2023/2/1,100040670,1
2022/10/26,100040670,2
2023/2/10,100040670,1
2023/8/24,100040670,3
2022/11/11,100040670,2
2022/12/9,100040670,1
2023/3/4,100040670,1
2022/9/15,100040670,2
2022/11/22,100040670,1
2023/7/27,100040670,1
2022/10/31,100040670,2
2022/11/29,100040670,3
2022/12/2,100040670,1
2023/8/21,100040670,1
2023/7/19,100040670,1
2022/10/20,100040670,1
2023/8/18,100040670,1
2023/2/7,100040670,1
2023/4/17,100040670,1
2023/2/28,100040670,1
2022/12/8,100040670,3
2023/6/15,100040670,1
2023/5/15,100040670,1
2022/9/7,100040670,1
2022/12/15,100040670,2
2023/6/7,100040670,2
2022/10/28,100040670,2
2023/2/8,100040670,1
2023/3/28,100040696,1
2023/2/28,100040696,2
2023/2/6,100040696,1
2023/3/14,100040696,1
2023/5/29,100040696,1
2023/3/6,100040696,3
2023/1/26,100040696,1
2023/3/13,100040696,2
2023/2/10,100040696,3
2023/2/13,100040696,1
2023/2/1,100040696,2
2023/2/3,100040696,1
2023/3/10,100040696,1
2023/3/8,100040696,2
2023/1/30,100040696,3
2023/2/26,100040696,1
2023/3/17,100040696,1
2023/3/2,100040696,1
2023/5/16,100040696,2
2023/3/27,100040696,1
2023/3/31,100040696,2
2023/4/10,100040696,1
2023/2/4,100040696,1
2023/2/23,100040696,2
2023/3/9,100040696,2
2023/2/7,100040696,1
2023/1/29,100040696,2
2023/2/17,100040696,1
2023/2/9,100040696,1
2023/3/12,100040696,2
2023/4/5,100040696,2
2023/3/3,100040696,1
2023/2/24,100040696,1
2023/3/4,100040696,1
2023/5/18,100040696,2
2023/2/2,100040696,2
2023/2/5,100040696,1
2023/3/5,100040696,1
2023/3/7,100040696,1
2023/8/29,100040705,3
2023/8/28,100040705,2
2023/2/14,100040717,1
2023/2/16,100040717,3
2023/3/2,100040717,3
2023/2/24,100040717,2
2023/2/27,100040717,3
2023/3/1,100040717,1
2023/2/22,100040717,6
2023/2/13,100040717,4
2023/2/23,100040717,2
2023/2/28,100040717,6
2023/2/10,100040717,2
2022/11/18,100040728,2
2022/12/8,100040728,2
2022/11/21,100040728,1
2022/11/15,100040728,6
2023/2/2,100040728,2
2022/11/19,100040728,2
2022/12/5,100040728,1
2022/11/20,100040728,1
2022/11/16,100040728,7
2022/11/14,100040728,7
2022/12/1,100040728,4
2023/2/3,100040728,2
2022/12/3,100040728,1
2022/12/10,100040728,1
2022/11/12,100040728,2
2023/9/1,100040732,3
2023/8/29,100040732,1
2023/8/27,100040732,1
2022/12/14,100040792,2
2022/9/23,100040792,2
2022/10/26,100040792,6
2022/9/13,100040792,1
2022/11/26,100040792,1
2022/9/8,100040792,1
2023/2/1,100040792,1
2022/10/4,100040792,3
2022/10/19,100040792,3
2022/9/9,100040792,2
2022/9/16,100040792,2
2022/11/18,100040792,2
2022/10/2,100040792,4
2023/2/5,100040792,4
2023/2/6,100040792,4
2023/2/3,100040792,4
2022/11/9,100040792,1
2022/11/19,100040792,4
2022/10/17,100040792,3
2022/10/6,100040792,1
2022/9/22,100040792,2
2022/9/19,100040792,4
2022/11/5,100040792,5
2022/9/12,100040792,11
2022/9/28,100040792,3
2022/12/3,100040792,2
2022/11/3,100040792,3
2023/2/9,100040792,3
2022/10/13,100040792,3
2022/12/9,100040792,1
2022/10/9,100040792,3
2022/10/29,100040792,1
2022/10/28,100040792,1
2023/1/30,100040792,2
2022/11/16,100040792,1
2022/10/20,100040792,1
2022/10/15,100040792,1
2022/9/20,100040792,3
2022/10/22,100040792,1
2022/11/10,100040792,1
2022/9/24,100040792,4
2022/12/19,100040792,1
2022/9/18,100040792,2
2022/11/1,100040792,4
2022/9/30,100040792,2
2022/11/2,100040792,4
2022/10/18,100040792,3
2022/12/5,100040792,1
2022/11/14,100040792,2
2022/11/30,100040792,3
2022/11/11,100040792,2
2022/11/17,100040792,1
2022/10/7,100040792,1
2022/11/24,100040792,4
2022/11/7,100040792,2
2022/10/23,100040792,3
2022/10/5,100040792,1
2022/10/30,100040792,3
2022/10/14,100040792,3
2022/10/10,100040792,1
2022/9/29,100040792,2
2022/10/12,100040792,3
2022/9/25,100040792,6
2023/2/2,100040792,1
2023/1/31,100040792,1
2022/11/23,100040792,3
2022/10/16,100040792,2
2023/2/7,100040792,1
2022/9/26,100040792,2
2022/9/21,100040792,6
2022/11/15,100040792,2
2022/11/12,100040792,4
2022/11/29,100040792,1
2022/11/21,100040792,2
2022/12/6,100040792,3
2023/2/8,100040792,4
2022/11/4,100040792,2
2022/11/28,100040792,3
2022/9/15,100040792,2
2022/10/11,100040792,3
2022/12/8,100040792,1
2022/10/3,100040792,2
2023/2/4,100040792,3
2022/10/31,100040792,1
2023/1/28,100040802,2
2023/3/31,100040802,1
2022/11/29,100040802,1
2023/2/28,100040802,3
2023/2/24,100040802,1
2023/2/6,100040802,9
2023/6/25,100040802,1
2023/4/26,100040802,2
2023/4/24,100040802,1
2023/2/8,100040802,5
2023/4/1,100040802,1
2023/4/3,100040802,2
2023/4/20,100040802,1
2023/5/5,100040802,1
2023/5/9,100040802,1
2023/5/4,100040802,2
2023/8/5,100040802,1
2023/5/1,100040802,2
2023/3/20,100040802,1
2023/3/9,100040802,1
2023/2/19,100040802,1
2023/3/22,100040802,1
2023/4/7,100040802,1
2022/9/16,100040802,1
2023/8/8,100040802,2
2023/5/10,100040802,2
2023/2/4,100040802,4
2023/4/17,100040802,2
2023/2/3,100040802,1
2023/2/12,100040802,2
2023/1/5,100040802,1
2023/3/27,100040802,2
2023/1/10,100040802,1
2022/9/22,100040802,1
2023/4/10,100040802,5
2023/2/1,100040802,2
2023/1/12,100040802,2
2023/5/23,100040802,1
2023/4/12,100040802,5
2023/5/27,100040802,1
2023/4/2,100040802,2
2023/5/24,100040802,2
2023/4/11,100040802,1
2022/9/20,100040802,1
2023/2/14,100040802,1
2023/6/9,100040802,1
2023/4/21,100040802,3
2023/2/22,100040802,3
2023/5/8,100040802,2
2023/3/29,100040802,4
2022/12/18,100040802,1
2023/2/5,100040802,6
2023/1/30,100040802,1
2023/2/7,100040802,6
2023/3/1,100040802,1
2023/4/5,100040802,3
2022/9/19,100040802,1
2022/12/10,100040802,1
2023/4/13,100040802,1
2023/3/7,100040802,2
2023/2/13,100040802,6
2023/2/2,100040802,2
2023/5/11,100040802,2
2023/4/15,100040802,1
2023/3/30,100040802,6
2023/4/27,100040802,1
2023/3/6,100040802,2
2022/11/9,100040802,1
2023/3/3,100040802,1
2023/5/18,100040805,4
2022/9/8,100040805,2
2023/5/16,100040805,17
2023/1/30,100040805,15
2023/4/2,100040805,1
2022/12/19,100040805,1
2022/9/7,100040805,7
2023/3/25,100040805,3
2023/2/17,100040805,3
2023/7/26,100040805,4
2023/2/21,100040805,2
2022/10/8,100040805,12
2022/9/27,100040805,6
2023/1/11,100040805,12
2023/4/28,100040805,1
2023/7/17,100040805,4
2023/1/16,100040805,5
2023/7/6,100040805,12
2023/4/22,100040805,1
2022/10/20,100040805,36
2022/10/25,100040805,16
2022/10/27,100040805,8
2022/9/2,100040805,1
2023/7/3,100040805,1
2023/2/22,100040805,17
2023/3/20,100040805,6
2022/9/24,100040805,1
2023/5/31,100040805,16
2022/9/20,100040805,14
2023/3/8,100040805,12
2023/6/14,100040805,8
2022/11/13,100040805,1
2023/6/21,100040805,1
2023/2/10,100040805,1
2022/10/5,100040805,9
2023/8/14,100040805,16
2022/11/30,100040805,1
2023/4/5,100040805,5
2022/10/6,100040805,11
2022/9/14,100040805,2
2022/11/24,100040805,1
2023/3/6,100040805,1
2022/9/21,100040805,14
2023/1/3,100040805,4
2023/5/23,100040805,3
2023/8/2,100040805,1
2022/10/18,100040805,10
2022/12/14,100040805,2
2022/10/24,100040805,8
2023/2/23,100040805,24
2022/12/15,100040805,1
2023/2/27,100040805,1
2023/7/8,100040805,1
2023/6/12,100040805,12
2022/12/23,100040805,5
2023/7/21,100040805,1
2023/5/15,100040805,7
2022/12/26,100040805,1
2023/8/15,100040805,2
2023/2/24,100040805,2
2023/5/4,100040805,1
2023/8/11,100040805,1
2023/5/12,100040805,1
2023/7/5,100040805,36
2023/6/25,100040805,2
2023/5/9,100040805,2
2023/4/12,100040805,10
2023/6/7,100040805,3
2023/8/9,100040805,18
2022/10/13,100040805,1
2022/9/29,100040805,1
2023/3/17,100040805,7
2023/6/20,100040805,8
2023/8/29,100040805,1
2023/3/23,100040805,5
2023/5/21,100040805,4
2022/11/19,100040805,1
2023/5/11,100040805,6
2023/6/13,100040805,17
2023/3/1,100040805,4
2023/6/9,100040805,4
2023/4/10,100040805,2
2022/9/18,100040805,1
2022/10/12,100040805,1
2023/5/22,100040805,2
2023/1/27,100040805,1
2023/2/3,100040805,1
2022/9/22,100040805,4
2023/4/4,100040805,3
2022/11/1,100040805,16
2023/7/31,100040805,1
2023/6/11,100040805,17
2022/11/25,100040805,2
2022/12/30,100040805,4
2022/10/31,100040805,17
2023/2/14,100040805,1
2023/7/11,100040805,3
2022/12/5,100040805,1
2023/2/28,100040805,5
2023/6/27,100040805,22
2023/2/6,100040805,4
2023/2/16,100040805,5
2023/8/8,100040805,1
2023/1/17,100040805,1
2023/1/29,100040805,6
2022/9/19,100040805,1
2022/12/1,100040805,5
2023/8/4,100040805,1
2022/10/9,100040805,5
2023/1/10,100040805,2
2022/11/2,100040805,11
2023/5/30,100040805,9
2023/3/9,100040805,2
2022/12/2,100040805,2
2022/12/22,100040805,13
2023/3/16,100040805,3
2023/8/24,100040805,2
2023/2/1,100040805,1
2022/12/20,100040805,3
2023/5/24,100040805,17
2023/7/19,100040805,2
2022/11/18,100040805,2
2023/6/29,100040805,11
2023/6/5,100040805,3
2023/3/29,100040805,16
2022/11/17,100040805,2
2023/6/6,100040805,1
2022/11/8,100040805,3
2023/4/6,100040805,5
2023/2/5,100040805,3
2023/3/28,100040805,22
2023/5/6,100040805,1
2023/7/2,100040805,2
2023/1/31,100040805,2
2023/8/22,100040805,19
2022/12/8,100040805,4
2022/12/7,100040805,5
2023/4/19,100040805,1
2023/3/21,100040805,6
2022/10/7,100040805,24
2022/11/3,100040805,2
2022/9/4,100040805,3
2023/2/26,100040805,3
2022/11/21,100040805,4
2023/5/26,100040805,2
2023/2/13,100040805,1
2023/7/16,100040805,1
2022/12/16,100040805,8
2023/7/12,100040805,2
2023/7/18,100040805,7
2023/1/26,100040805,2
2023/8/21,100040805,4
2022/10/26,100040805,30
2023/8/30,100040805,1
2023/6/16,100040805,5
2023/7/4,100040805,7
2023/4/20,100040805,3
2023/8/13,100040805,14
2023/1/13,100040805,1
2022/11/14,100040805,13
2023/8/17,100040805,18
2023/2/9,100040805,15
2023/7/10,100040805,1
2022/9/15,100040805,2
2022/10/15,100040805,12
2023/7/13,100040805,16
2023/2/20,100040805,4
2023/8/1,100040805,6
2023/6/18,100040805,19
2023/4/25,100040805,1
2023/1/6,100040805,2
2022/11/23,100040805,5
2023/2/8,100040805,22
2023/4/23,100040805,5
2022/11/16,100040805,7
2023/7/14,100040805,6
2023/5/10,100040805,1
2023/1/28,100040805,12
2023/2/12,100040805,30
2023/6/26,100040805,13
2022/11/15,100040805,8
2023/6/30,100040805,1
2022/10/21,100040805,7
2023/4/9,100040805,1
2023/7/25,100040805,12
2023/7/7,100040805,3
2022/10/28,100040805,6
2023/8/23,100040805,7
2022/11/6,100040805,13
2023/7/20,100040805,4
2023/2/7,100040805,6
2023/5/17,100040805,12
2023/4/24,100040805,8
2023/3/19,100040805,3
2023/6/28,100040805,8
2023/8/6,100040805,7
2023/6/8,100040805,1
2022/10/10,100040805,4
2023/3/27,100040805,15
2023/3/30,100040805,5
2023/4/18,100040805,11
2023/3/24,100040805,2
2023/6/19,100040805,9
2022/11/4,100040805,4
2022/12/21,100040805,3
2023/3/7,100040805,11
2023/8/7,100040805,7
2022/12/4,100040805,1
2023/4/21,100040805,6
2023/7/24,100040805,3
2022/10/19,100040805,28
2023/6/15,100040805,2
2023/3/15,100040805,4
2023/5/19,100040805,3
2022/9/26,100040805,2
2023/1/8,100040805,1
2022/9/16,100040805,8
2022/12/9,100040805,2
2022/9/6,100040805,6
2022/9/13,100040805,4
2023/6/10,100040805,1
2023/3/26,100040805,2
2022/9/28,100040805,15
2023/4/11,100040805,3
2023/6/1,100040805,9
2022/9/5,100040805,6
2023/7/27,100040805,21
2023/8/10,100040805,7
2022/10/29,100040805,2
2023/3/22,100040805,7
2022/10/17,100040805,3
2023/4/13,100040805,2
2023/5/29,100040805,3
2023/8/16,100040805,2
2023/2/2,100040805,2
2022/9/17,100040805,5
2022/11/7,100040805,2
2023/3/14,100040805,12
2023/7/27,100040824,4
2023/2/2,100040824,3
2023/5/4,100040824,1
2023/8/14,100040824,1
2023/5/17,100040824,1
2023/6/14,100040824,1
2023/7/6,100040824,2
2023/2/20,100040824,1
2023/6/17,100040824,3
2023/7/7,100040824,1
2023/2/13,100040824,2
2023/1/10,100040824,1
2023/1/31,100040824,1
2023/3/8,100040824,5
2023/2/3,100040824,2
2023/7/4,100040824,1
2023/4/19,100040824,1
2023/8/3,100040824,2
2023/2/1,100040824,2
2023/6/7,100040824,6
2023/3/10,100040824,4
2023/3/30,100040824,1
2023/2/6,100040824,5
2023/5/16,100040824,1
2023/2/11,100040824,1
2023/8/10,100040824,1
2023/3/22,100040824,3
2023/1/9,100040824,6
2023/6/2,100040824,3
2023/4/12,100040824,1
2023/7/25,100040824,3
2023/5/10,100040824,1
2023/3/23,100040824,2
2023/3/27,100040824,4
2022/12/28,100040824,2
2023/8/26,100040824,1
2023/2/4,100040824,3
2023/7/29,100040824,1
2022/12/6,100040824,1
2023/4/11,100040824,2
2023/4/14,100040824,6
2023/4/18,100040824,1
2023/4/21,100040824,1
2023/2/9,100040824,2
2023/3/29,100040824,3
2023/6/19,100040824,4
2023/6/30,100040824,1
2023/8/4,100040824,1
2023/8/8,100040824,1
2023/6/22,100040824,1
2023/6/18,100040824,1
2023/6/16,100040824,2
2023/2/28,100040824,2
2023/3/2,100040824,5
2023/4/15,100040824,1
2023/3/28,100040824,1
2023/6/23,100040824,1
2023/3/24,100040824,1
2023/1/11,100040824,2
2023/3/31,100040824,1
2023/5/11,100040824,2
2023/7/23,100040824,4
2023/7/13,100040824,1
2023/2/10,100040824,4
2023/8/5,100040824,1
2023/7/30,100040824,2
2023/1/2,100040824,1
2023/1/3,100040824,1
2023/2/21,100040824,3
2023/7/16,100040824,2
2023/6/8,100040824,3
2023/3/16,100040824,1
2023/3/26,100040824,2
2023/1/4,100040824,1
2023/8/19,100040824,3
2023/5/31,100040824,2
2022/12/3,100040824,1
2023/8/9,100040824,2
2023/8/15,100040824,1
2023/4/7,100040824,1
2023/6/10,100040824,3
2022/12/17,100040824,1
2023/7/20,100040824,2
2023/6/12,100040824,2
2023/4/17,100040824,3
2023/6/21,100040824,4
2023/4/24,100040824,2
2023/7/26,100040824,2
2022/11/28,100040824,1
2023/8/17,100040824,2
2023/3/9,100040824,5
2023/2/8,100040824,2
2023/5/30,100040824,3
2023/8/7,100040824,6
2023/6/13,100040824,1
2023/2/7,100040824,1
2023/8/25,100040824,2
2023/6/9,100040824,3
2023/7/5,100040824,2
2023/7/9,100040824,1
2023/8/12,100040824,3
2023/8/16,100040824,1
2023/3/15,100040824,4
2023/8/24,100040824,3
2023/8/18,100040824,2
2023/7/2,100040824,1
2023/7/31,100040824,5
2022/12/13,100040824,1
2023/3/21,100040824,1
2023/2/27,100040824,1
2023/6/20,100040824,2
2023/4/3,100040824,3
2023/1/12,100040824,2
2023/8/1,100040824,1
2023/5/19,100040824,3
2023/5/9,100040824,1
2023/7/28,100040824,1
2023/4/28,100040824,1
2023/4/6,100040824,1
2023/7/17,100040824,3
2023/5/24,100040824,2
2023/3/20,100040824,2
2023/5/23,100040824,2
2023/5/29,100040824,3
2023/5/12,100040824,1
2023/1/18,100040824,1
2023/7/11,100040824,1
2023/7/22,100040824,5
2023/6/15,100040824,2
2023/2/22,100040824,2
2023/1/17,100040824,1
2023/8/21,100040824,3
2023/6/29,100040824,9
2023/5/8,100040824,5
2023/1/16,100040824,1
2023/2/16,100040824,2
2023/4/26,100040824,3
2023/6/25,100040824,3
2023/8/23,100040824,1
2023/1/7,100040824,1
2022/11/30,100040824,2
2023/4/13,100040824,1
2022/12/14,100040824,1
2023/5/22,100040824,3
2023/6/1,100040824,2
2023/5/18,100040824,1
2023/7/14,100040824,6
2022/12/12,100040824,2
2023/2/15,100040824,2
2022/11/16,100040824,4
2023/3/17,100040824,3
2023/1/28,100040824,1
2023/6/11,100040824,1
2023/3/14,100040824,1
2023/7/24,100040824,3
2023/7/24,100040936,3
2023/7/27,100040936,4
2023/8/30,100040936,1
2023/8/25,100040936,2
2023/7/21,100040936,1
2023/8/29,100040936,2
2023/7/22,100040936,2
2023/8/10,100040936,2
2023/8/1,100040936,3
2023/7/26,100040936,1
2023/8/19,100040936,1
2023/8/11,100040936,2
2023/8/20,100040936,1
2023/7/25,100040936,2
2023/8/22,100040936,2
2023/8/23,100040936,1
2023/8/9,100040936,5
2023/8/4,100040936,1
2023/8/24,100040936,1
2023/8/17,100040936,1
2023/4/20,100040941,2
2023/3/25,100040941,1
2023/3/13,100040941,1
2023/3/6,100040941,3
2023/3/20,100040941,1
2023/3/18,100040941,1
2023/3/10,100040941,1
2023/3/19,100040941,1
2023/5/6,100040941,1
2023/4/1,100040941,2
2023/4/18,100040941,4
2023/4/11,100040941,3
2023/4/13,100040941,1
2023/3/21,100040941,1
2023/3/15,100040941,5
2023/3/30,100040941,1
2023/3/4,100040941,2
2023/3/3,100040941,4
2023/3/22,100040941,1
2023/4/15,100040941,1
2023/3/31,100040941,1
2023/3/2,100040941,3
2023/3/7,100040941,3
2023/3/17,100040941,1
2023/3/14,100040941,3
2023/3/1,100040941,3
2023/3/11,100040941,2
2023/4/17,100040941,1
2023/4/19,100040941,1
2023/3/23,100040941,2
2023/4/7,100040941,2
2023/3/24,100040941,2
2023/4/12,100040941,2
2023/4/8,100040941,4
2023/3/30,100040956,2
2023/3/5,100040956,2
2023/3/7,100040956,1
2023/3/15,100040956,1
2023/7/5,100040956,1
2023/4/1,100040956,2
2023/3/12,100040956,1
2023/3/28,100040956,1
2023/3/8,100040956,1
2023/2/3,100041012,1
2023/2/1,100041027,1
2023/1/31,100041027,3
2023/1/5,100041027,3
2023/1/11,100041027,3
2023/3/20,100041027,2
2023/3/15,100041027,2
2023/1/10,100041027,11
2023/1/18,100041027,4
2023/2/2,100041027,4
2023/1/20,100041027,8
2023/2/9,100041027,1
2023/2/13,100041027,4
2023/1/24,100041027,8
2023/1/6,100041027,4
2023/1/29,100041027,6
2023/2/16,100041027,3
2023/1/28,100041027,2
2023/3/14,100041027,4
2023/3/23,100041027,1
2023/1/15,100041027,3
2023/2/3,100041027,1
2023/2/8,100041027,2
2023/1/19,100041027,6
2023/1/8,100041027,1
2023/1/7,100041027,4
2022/10/10,100041083,1
2022/10/8,100041083,1
2023/6/21,100041155,1
2023/6/17,100041155,6
2023/7/4,100041155,1
2023/6/27,100041155,1
2023/7/3,100041155,1
2023/6/29,100041155,1
2023/6/28,100041155,1
2023/6/13,100041155,2
2023/7/7,100041155,6
2023/6/25,100041155,7
2023/6/24,100041155,2
2023/6/12,100041155,3
2023/6/16,100041155,4
2023/6/22,100041155,1
2023/6/23,100041155,2
2023/6/18,100041155,2
2023/6/19,100041155,4
2023/7/2,100041155,3
2023/7/8,100041155,4
2023/6/30,100041155,4
2023/7/1,100041155,2
2023/6/20,100041155,1
2023/7/10,100041155,2
2023/7/6,100041155,4
2023/6/8,100041155,8
2023/7/9,100041155,3
2023/6/9,100041155,4
2023/6/15,100041155,1
2023/6/26,100041155,3
2023/7/5,100041155,1
2023/6/11,100041155,1
2023/4/3,100041204,1
2022/9/1,100041204,5
2022/10/4,100041204,1
2022/9/7,100041204,1
2022/9/28,100041204,1
2023/5/4,100041204,1
2022/9/21,100041204,1
2022/10/5,100041204,2
2023/5/29,100041204,2
2022/9/27,100041204,1
2023/4/30,100041204,1
2023/5/6,100041204,1
2022/9/19,100041204,1
2022/9/17,100041204,1
2023/3/19,100041204,2
2023/4/29,100041204,1
2023/4/26,100041204,1
2022/10/23,100041204,1
2023/7/11,100041204,1
2023/5/14,100041204,1
2023/4/27,100041204,1
2023/4/24,100041204,2
2023/4/25,100041204,2
2023/6/22,100041204,1
2022/10/12,100041204,1
2023/5/9,100041204,1
2022/9/6,100041204,1
2023/3/23,100041204,1
2022/10/7,100041204,1
2023/8/18,100041204,1
2023/3/13,100041204,1
2023/4/21,100041204,2
2023/4/20,100041204,1
2022/9/3,100041204,1
2023/4/17,100041204,1
2023/4/10,100041204,1
2023/5/17,100041220,2
2023/5/6,100041220,1
2023/7/11,100041220,1
2023/7/22,100041220,1
2023/3/6,100041220,1
2023/3/7,100041220,2
2023/4/22,100041220,1
2023/3/13,100041220,1
2023/4/6,100041220,1
2023/6/28,100041220,1
2023/4/3,100041220,2
2023/6/8,100041220,1
2023/6/15,100041220,1
2023/3/24,100041220,1
2023/2/4,100041252,1
2023/8/14,100041255,1
2023/8/3,100041255,1
2023/5/9,100041321,1
2022/12/8,100041321,1
2023/8/12,100041321,1
2023/8/9,100041321,1
2023/6/13,100041321,1
2023/2/21,100041344,5
2023/4/21,100041344,1
2023/4/19,100041344,1
2023/7/20,100041344,1
2023/8/4,100041344,1
2023/2/22,100041344,3
2023/3/3,100041344,4
2023/4/30,100041344,2
2023/8/15,100041364,1
2023/7/23,100041364,1
2022/12/18,100041364,1
2023/8/14,100041364,1
2023/1/31,100041364,1
2022/12/20,100041364,1
2023/1/9,100041364,1
2023/6/4,100041364,1
2022/12/25,100041364,1
2023/6/3,100041364,1
2023/6/18,100041364,1
2023/2/1,100041364,1
2022/12/5,100041364,1
2023/1/7,100041364,1
2022/12/4,100041364,1
2022/12/21,100041364,1
2023/7/17,100041364,1
2023/6/26,100041364,1
2022/11/7,100041375,6
2022/11/10,100041375,1
2023/5/16,100041387,1
2023/4/17,100041387,1
2023/7/10,100041387,2
2022/9/7,100041387,1
2023/5/17,100041387,2
2023/7/21,100041387,1
2023/7/25,100041387,1
2023/5/10,100041387,1
2023/4/15,100041387,1
2022/9/24,100041387,1
2022/9/23,100041387,2
2022/9/15,100041387,1
2023/4/22,100041387,1
2023/7/12,100041387,1
2023/5/28,100041387,1
2023/4/20,100041387,1
2022/9/14,100041387,1
2023/5/26,100041387,1
2023/5/27,100041387,1
2023/7/26,100041387,1
2023/8/2,100041387,2
2023/4/29,100041387,1
2023/6/16,100041387,1
2023/5/22,100041387,1
2023/3/30,100041387,3
2023/4/18,100041387,1
2023/4/3,100041387,1
2022/9/24,100041439,1
2022/9/17,100041439,1
2022/10/9,100041463,3
2023/2/7,100041463,3
2022/10/10,100041463,2
2022/11/2,100041463,1
2022/11/9,100041463,1
2023/8/4,100041463,2
2022/10/11,100041463,2
2022/9/22,100041463,2
2022/9/28,100041463,1
2022/11/15,100041463,3
2023/3/17,100041463,1
2023/6/20,100041463,1
2023/6/25,100041463,1
2023/8/1,100041463,1
2023/7/17,100041463,1
2023/6/22,100041463,1
2023/2/15,100041463,1
2023/8/2,100041463,3
2022/12/2,100041463,1
2023/2/27,100041463,2
2022/11/3,100041463,1
2023/1/31,100041463,1
2023/7/6,100041463,2
2023/6/13,100041463,9
2023/5/5,100041463,1
2023/5/15,100041463,2
2022/11/21,100041463,2
2022/9/27,100041463,2
2022/12/22,100041463,1
2022/10/27,100041463,2
2022/9/19,100041463,3
2022/12/16,100041463,2
2022/10/17,100041463,3
2023/3/31,100041463,1
2023/4/4,100041463,1
2022/12/1,100041463,1
2023/6/19,100041463,1
2023/8/15,100041463,2
2023/6/12,100041463,1
2022/10/24,100041463,1
2022/10/29,100041463,1
2023/6/9,100041463,1
2023/3/24,100041463,1
2023/8/30,100041463,4
2022/11/30,100041463,1
2022/9/23,100041463,1
2023/2/22,100041463,1
2023/5/25,100041463,1
2022/11/28,100041463,1
2023/6/28,100041463,1
2023/2/23,100041463,2
2023/7/20,100041463,1
2022/9/1,100041463,1
2023/2/13,100041463,1
2022/11/18,100041463,1
2022/9/15,100041463,1
2023/6/15,100041463,3
2023/4/10,100041463,1
2022/9/8,100041463,1
2023/5/29,100041463,2
2023/6/30,100041463,3
2023/4/24,100041463,1
2023/7/4,100041463,1
2023/5/8,100041463,2
2023/8/21,100041463,3
2023/7/24,100041463,1
2022/11/22,100041463,1
2023/4/27,100041463,2
2023/8/22,100041463,1
2023/5/9,100041463,1
2023/6/14,100041463,5
2022/11/14,100041463,1
2023/7/18,100041463,1
2022/12/19,100041463,1
2022/9/2,100041463,1
2023/6/16,100041463,1
2023/7/25,100041463,3
2023/7/10,100041463,1
2023/8/25,100041463,1
2023/2/6,100041463,1
2023/4/23,100041463,2
2023/1/29,100041463,2
2022/9/21,100041463,1
2023/9/1,100041463,3
2022/9/14,100041463,2
2022/11/23,100041463,1
2023/5/12,100041463,2
2022/10/13,100041463,1
2023/8/10,100041463,2
2023/7/8,100041463,1
2022/10/25,100041463,1
2023/3/10,100041463,1
2023/3/21,100041463,2
2023/8/11,100041463,1
2022/9/16,100041463,3
2022/9/5,100041463,3
2023/3/13,100041463,1
2023/8/3,100041463,2
2023/3/2,100041463,3
2023/8/28,100041463,4
2023/3/8,100041463,2
2023/5/4,100041463,2
2023/7/9,100041463,1
2023/8/24,100041463,1
2022/12/20,100041463,1
2023/6/26,100041463,2
2022/9/17,100041463,1
2023/7/26,100041463,3
2023/8/13,100041463,1
2023/3/27,100041463,1
2023/2/16,100041463,1
2022/10/8,100041463,3
2023/5/6,100041463,3
2023/3/20,100041463,1
2023/5/18,100041463,1
2023/3/1,100041463,3
2023/7/3,100041463,2
2023/4/25,100041463,2
2023/4/11,100041463,3
2023/8/29,100041463,3
2023/3/15,100041463,1
2023/3/16,100041463,1
2023/7/31,100041463,2
2023/3/6,100041463,1
2023/4/6,100041463,1
2022/12/23,100041463,1
2023/7/21,100041463,1
2023/7/7,100041463,3
2023/2/14,100041463,1
2022/9/29,100041463,3
2023/4/3,100041463,2
2023/7/14,100041463,2
2023/3/30,100041463,1
2022/10/26,100041463,1
2022/10/20,100041463,2
2022/11/16,100041463,1
2023/8/31,100041463,2
2023/7/19,100041463,3
2022/11/4,100041463,1
2023/8/8,100041463,1
2023/8/7,100041463,2
2022/11/17,100041463,1
2023/1/30,100041463,1
2022/10/19,100041463,3
2023/7/27,100041463,1
2022/9/12,100041481,1
2022/9/8,100041481,1
2022/10/31,100041491,1
2022/10/27,100041491,1
2023/5/9,100041521,1
2022/11/27,100041521,3
